R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
MYL6B-227 0 0 0 1 0 0
MYL6B-228 0 1 0 1.67541 3 3
MYL6B-229 0 0 0 1 0 0
MYL6B-230 0 0 0 1 0 0
MYL6B-231 0.8521 3.77946 0 0.55169 2.29103 3.88317
MYL6B-233 0 0 0 0 1 0
MYL6B-235 0 0 1 0 0 0
NDUFV3-205 1 0 0 0 0 0
A4GALT-233 0 0 1 0 0 1
GPS2-221 0 0 0 1 0 0
GPS2-222 2 1 0 0 1 0
TSPYL2-212 0 2 0 0 0 0
PDCD5-210 0 1 6 0 0 0
PDCD5-211 2 0 0 3 0 1
PDCD5-212 0 0 0 0 0 1
MTERF3-212 0.35843 0 1.62135 0 0 0
MOSPD1-211 1 5 3 3 0 4
ZNF69-205 1 2 5 2 2 1
TAF5L-205 3 3 4 1 0 0
CCT2-220 0 0 1 0 0 0
CCT4-211 47 64.99852 53.06731 74.12461 14.348 50
CCT4-212 0 0 0 0 0 1
CCT4-213 0 1 0 0 0 0
CCT4-214 0 1 0 1 3 4
CCT4-215 1 0 2 1 0 0
CCT4-217 1 0 3 0 0 0
CCT4-218 0 2 1 1 0 0
RNF31-243 0 0 0 0 1 2
CPZ-219 0 0 0 0 0 1
TIPIN-209 0 0 1.50684 0 0 0
TIPIN-210 29 38 19 3 0 2
TIPIN-212 1 0 1 1 0 0
TIPIN-213 0 0 2 0 0 0
TIPIN-216 1 1 0 2 0 1
TIPIN-217 0 0 2 0 0 0
TIPIN-218 1 3 0 0 0 0
POLR3G-214 0 1 0 0 0 0
POLR3G-215 0 0 2 0 0 0
POLR3G-218 0 2 0 0 0 0
POLR3G-221 1 0 0 0 0 0
POLR3G-222 0 1e-05 0 0 0 0
POLR3G-224 0 1 1 0 0 0
POLR3G-225 0 0 0 1 0 0
RAD51-214 3.09799 6 3 5 2 15
RAD51-217 2 0 0 1 0 3
APLP1-232 3 8 8 0 0 1
CDCA4-207 1 0 1 1 0 0
CDCA4-208 0 0 0 0.98239 0 0
KLHL22-223 0 0 0 0 0 1
PIGK-213 0 1 1 0 0 0
PIGK-214 9 10 9 0 5 4
PIGK-215 0 1 0 1 0 0
COX7B-206 0 1 1 0 0 0
COX7B-207 9 6 4 8 0 3
TERF1-218 1 6 8 6 1 5
TERF1-221 1 0 0 0 0 0
ENTPD8-216 0 0 0 0 0 1
GSS-237 9 9 7 8 5 10
ZNF397-218 0 0 1 0 0 1
RPS11-210 0 0 0 1 0 2
ST6GAL1-254 0 0 0 0 0 1
ST6GAL1-258 0.20735 0 0 1e-05 0.19957 0
DNAJC9-206 2 0 0 1 0 0
DNAJC9-207 3 3 2 0 0 0
EPHX1-270 0 0 0 0 0 2
SUCLG1-213 2 0 0 1 0 0
SUCLG1-214 0 0 0 0 0 1
SUCLG1-216 1 0 0 0 0 0
DNPH1-206 25 28 19 29 27 24
DNPH1-207 39 50 35 19 22 16
DNPH1-208 3 7 3 73 27 50
DNPH1-210 0 0 2 1 0 0
SC5D-216 2 0 0 0 0 0
ZNF706-236 0 1 0 0 0 0
ZNF706-237 0 0 0 1 0 4
ZNF706-239 106 99 121 120 57 90
CCDC74A-218 0 0 0 1 0 2
GCAT-222 1 0 3 0 0 0
COQ8A-240 1 0 0 0 0 0
SCAMP5-224 1 1 0 1 1 1
SCAMP5-228 1 0 0 0 0 0
HERC5-209 1 0 0 0 0 0
HERC5-210 0 1 0 0 0 0
MED15-250 0 0 0 0 1 0
CLDN7-216 5 4 8 14 7 22
CLDN7-217 0 0 0 0 0 3
CLDN7-218 6 5 11 7 6 12
CLDN7-219 0 0 7.24336 9.36703 0 20.17898
CLDN7-220 2 1 1 3 0 2
CLDN7-221 0 0 3 8 6 23
PAK6-227 0 0 1 0 0 0
PAK6-229 0 0 1 0 0 0
NBPF15-223 0 0 1 0 0 0
MTPAP-208 2 3 2 2 1 0
MTPAP-209 1 0 0 0 0 0
TTC1-224 18 26 14 9 4 14
TTC1-225 5 8 4 4 1 2
MARK3-295 0 0 0 0 0 1
MARK3-296 0 0 1 0 0 0
MARK3-303 0 0 1 0 0 0
PRKAR1B-231 0 0 1 0 0 0
ZNF114-210 63 58 49 0 3 0
ZNF114-211 15 24 11 1 0 0
ZNF114-212 1 1 4 0 0 0
RNF20-210 1 0 0 0 0 0
KRT19-210 11 7 3 1 0 9
KRT19-211 152 134 123 304 346 470
ZNF337-213 0 0 1 0 0 0
TSPAN13-211 0 0 1 0 0 0
SMC5-209 0 1 0 0 0 0
FLAD1-213 41 39 46 53 39 36
RIT1-212 23 18 18 12 0 11
RIT1-213 0 0 0 1 0 1
RPS5-218 8 6 6 3 2 5
RPS5-219 328.33027 163.5 144.72856 130.29858 139.16372 240.41181
RPS5-220 0.00071 0.00147 0.00083 0.00132 29 0.00206
RPS5-221 10.5387 58 41.01588 80.70254 39.61209 48.61058
RPS5-222 48 34 31 10 2 6
RPS5-223 6 0 6 5 6 2
RPS5-224 12 9 8 2 4 8
RPS5-225 17 9 19 8 6 4
RPS5-226 4 3 0 3 0 1
RPS5-227 8 7 3 7 0 7
ARPC2-230 20 12 14 8 4 10
HSCB-210 8 5 4 1 3 1
HSCB-211 1 3 0 0 0 0
ZNF22-204 1 1 2 1.5 0 0
S100A16-223 0 1 1 0 0 0
S100A16-224 1 1 1 1 0 0
S100A16-225 2 0 0 1 0 2
MFSD5-207 1 1 0 0 0 0
POLG2-215 2 2 0 2 0 0
PTRH1-210 1 1 0 0 0 0
PTRH1-211 2 0 0 3 1 1
CDC7-213 0 1 0 0 0 0
CDC7-218 0 1 0 0 0.97958 0
CDC7-220 3 1 2 0 1 0
CERS4-284 0 0 0 0 1.65012 0
DBI-212 3 1 3 3 1 1
DBI-213 25 25 30 18 24 16
DBI-214 5 4 3 0 3 1
ZNF675-210 0 1 0 0 0 0
PCGF1-209 0 0.37412 2.17864 4.09792 17.46789 1.69162
PCGF1-210 0 2 5 6 10 4
PCGF1-213 0 0 0 2 0 0
TTYH3-217 0 0 0 0 0 1
UBE2E1-213 0 0 0 0 0 1
BACC1-211 10 20 22 16 8 11
BACC1-212 35 18 31 19 6 17
BACC1-215 0 0 0 0 0 1
CSKMT-205 0 1 0 0 0 0
MPPE1-248 0 1 0 1 0 0
PCBP4-257 3 3 2 1 0 3
RPP30-215 2 0 0 0 0 1
PTRH2-213 29.9796 26.91173 24.93168 0.8619 11 5.40388
PTRH2-217 0.62104 0 0 0 0 0
PIN4-210 71 62 56 75 65 63
ANP32B-208 0 1 2 0 0 0
ANP32B-209 36 35 46 36 35 28
RBM39-263 0 1 2 0 0 1
RBM39-264 14 12 10 7 2 3
RBM39-266 4 7 3 4 1 2
RBM39-268 0 4 0 0 0 0
TRMT10B-212 0 0 0 0 0 2
TRMT10B-214 0 0 1 0 0 1
TRMT10B-215 0.87619 0 0.02522 0.04917 1 2
ZNF841-209 7 15 12 0 0 0
ZNF841-210 34 12.6675 24.99999 0 0 0
ZNF841-211 19 10 18 0 0 0
ZNF841-212 0 0 0.01463 0.30708 0 0
SEPTIN6-212 4 6 1 1 0 1
SEPTIN6-213 6.59173 4.09441 0.9336 1 0.41467 0
CKS1B-208 6 7 4 1 0 5
CKS1B-209 0 0 0 1 0 0
RPS3A-215 70 78 78 97 73 110
RPS3A-216 1 2 1 0 5 4
RPS3A-217 4 2 0 5 5 5
RPS3A-218 3 2 3 11 1 4
RPS3A-219 12 7 7 6 2 13
MRPL12-203 0 0 0 1 0 0
ERCC2-226 0 0 0 1 0 0
SPTLC1-232 1 0 0 1 0 1
SPTLC1-233 7 4 2 3 0 0
ZNF879-210 5 0 1 0 0 1
SMG8-208 3.78508 0 4.77828 0.32817 0 0
SMG8-209 3 0 1 1 0 2
TWF2-222 3 0 1 0 0 1
TWF2-223 0 2 0 1 1 1
NT5C3B-219 6 2 1 0 1 2
TEX30-217 0.73491 0 1 0 0 0
TEX30-218 1 0 1 2 0 0
FASTKD1-223 1.5 0 0.5 0 0 0
FASTKD1-224 0 0.21894 0.27617 0 0 0.48298
FASTKD1-225 0 0 1 0 0 0
FASTKD1-227 0 1 0 0 0 0
ZNF23-213 0 1 0 0 0 2
SCFD1-275 0 0 2 0 1 1
TMEM79-209 2 4 1 0 1 0
TMEM79-210 1 1 2 0 0 0
NKIRAS1-223 1 1 0 0 0 0
TBC1D17-215 1 4 2 3 1 5
TBC1D17-216 0 0 0 0 0 1
KATNBL1-237 1 0 0 0 0 0
KATNBL1-238 2 2 0 0 0 0
KATNBL1-239 1 0 0 0 0 0
DXO-220 0 2 0 0 0 0
DXO-222 0 1 0 0 0 0
C4orf36-210 2 0 0 0 0 0
C4orf36-211 0 1 0 1 0 0
CSF1-216 0 0 0 0 0 1
TRIM28-218 3 0.00263 0 0.00337 0 0
TRIM28-219 0 0.00055 0 0 0 0
ASPH-286 0 0 0 0 1 0
RNF170-221 0.52543 0 0 0 0 0.74652
EXOSC3-213 2 2 3 0 0 1
EXOSC3-214 24 35 32 17 19 14
LDLR-220 1 1 0 2 0 0.9855
LDLR-223 2 0 0 0 0 1
LDLR-227 0 0 1 0 0 0
GBGT1-217 1 0 0 0 0 0
GBGT1-219 0 0 2 0 0 1
PTGR2-219 5 1 2 1 0 0
KLC3-211 0 1 1 0 4 1
KLC3-212 0 0 0 0 0 1
TMSB15C-204 0 0 0 1.31402 0 0
HACD4-203 2 1 8 0 0 0
HACD4-204 1 0 0 0 0 0
ADRM1-225 1 0 0 0 0 0
ADRM1-226 0 0 0 0 0 0.5
ADRM1-227 0.5 0 0 0.5 0.5 1.5
ADRM1-228 0 1 0 0 0 0
ADRM1-230 2 5 3 0 3 0
ADRM1-231 1 0 0 0 0 2
ADRM1-233 0 0 1 0 0 0
ADRM1-235 4 0.99987 0 0 0 0
RPS24-220 4.5 3 2.88402 5.62945 2.5 2
RPS24-221 3 1.25005 2.93999 1.87454 2 0
RPS24-222 9 5 5 1 3 7
RPS24-223 0 0 0 0 0 1
RPS24-225 0 1 0 0 0 1
GLMP-218 0 0 0 0 0 1
DDX21-214 3 10 4 5 0 0
DDX21-215 1 1 1 0 0 0
DDX21-216 0 1 0 0 0 0
DDX21-217 0 2 2 0 0 0
APOO-224 0 0 0 0 0 1
APOO-225 6 7 7 2 5 1
APOO-226 0 0 0 2 0 0
APOO-227 1 0 0 0 0 0
PPAT-206 1 0.32784 0 0.5 0 0
SLC25A28-211 0 0 0 0 0 1
ADCK5-215 0 1 0 0 0 0
ADCK5-217 0 0 1 0 0 0
ADCK5-220 0 0 0 1 0 0
CCND1-207 2 2 2 2 0 0
RPL15-221 1 0 2 0 0 0
RPL15-222 0.2247 0.1256 0 0.54667 0 0
RPL15-223 71 69 66 79 36 68
RPL15-224 0.04587 0.12465 0.21212 0.1121 0.03114 0.09202
RPL15-226 18 0.03769 0.09776 0.01949 0.13705 0.12621
RPL15-227 4 0 0 0 0 0
RPL15-229 7 3 5 2 1 2
RPL15-230 0 0 1 0 0 0
RPL15-231 1 0 8 3 0 3
RPL15-232 2 2 0 0 0 1
LPGAT1-219 3 0 0 0 0 0
ZNF891-203 24 23 14 2 0 1
ZNF891-204 0 1 0 0 0 0
ZNF891-205 0 1 2 0 0 0
ZNF891-206 0 0 2 1 0 1
TRAF1-207 1 0 0 0 0 0
NMRK2-212 8 17 5 24.53659 14 38
NMRK2-215 0 0 0 1 0 0
NMRK2-217 1 0 0 3 2 2
RPL36-209 1043 969 957 1197 842 924
RPL36-210 20 14 23 43 25 24
RPL36-211 14 9 10 10 10 15
RPL36-212 153 122 110 289 273 287
RPL36-213 34 75 57 43 90 38
RPL36-214 8 7 8 23 8 9
RPL36-215 20 18 15 24 24 29
RPL36-216 3 2 0 1 0 0
RPL36-217 5 9 7 6.00365 5.63663 10
RPL36-218 0 1 0 1 2 0
RPL36-219 4.06985 9 4.59865 7.90553 4.83828 6.71234
AKT1S1-226 1 0 0 0 0 0
TARDBP-240 0.10895 0 0.21418 0.24903 0.45895 0
TARDBP-242 1 0 0 0 0 0
ARIH2-253 3 0.66695 0.69231 0 0 1.47706
ARIH2-254 0 0 0 0 2 0
ARIH2-256 0 0 1 0 0 0
ARIH2-259 1 1 0 1 0 0
ARIH2-264 0 1 0 0 0 0
ARIH2-266 0 1 0 0 0 0
NCSTN-255 1 0 0 0 0 0
NCSTN-258 1 0 0 0 0 0
PHETA1-213 0 0 0 0 1.93858 0
TM7SF3-239 0 0 0 0 0 1
TM7SF3-240 0 0 0 1 0 0
ETF1-212 3.73725 5.65648 6.25569 4.5 0.84086 0.86316
CIMAP1B-216 3 1 4 0 0 0
TECR-234 72 63 57 111 85 107
TECR-235 4 2 2 0 1 0
TECR-236 0 0 0 0 1 1
TECR-237 2 7 6 3 2 2
TMEM223-205 4 0 0.01599 0 0 0
UFSP2-215 2.5 0.53561 3 2 0 0
UFSP2-216 0 2 1 0 0 0
UFSP2-217 0 1 0 0 0 0
TRMT1-230 2.48142 0.09692 0.00422 0 0 0.03371
TRMT1-234 0 2 0 0 0 0
AP3B1-232 0 1 0 0 0 0
KPNA2-224 2 4 2 1 0 1
KPNA2-225 0 0 1 0 0 0
KPNA2-226 0 0 0 0 0 1
KPNA2-227 0 0 1 0 0 0
POLR3K-203 0 0 1 1 0 0
SLC52A2-232 8 4 6 0 0 2
SLC52A2-233 2 9 4 12 7 7
SLC52A2-234 0 1 0 1 1 0
SLC52A2-235 2 0 0 1 0 0
SLC52A2-236 0 3 0 0 0 0
PPP1R10-214 1.33894 0 0 0.95942 0 0
RPL26-220 3019 2611 2394 3058 2105 2445
RPL26-221 141 134 116 183 106 138
RPL26-222 0 0 1 2 0 2
RPL26-223 5 4 6 12 5 2
RPL26-224 3 0 0 4 1 0
RPL26-225 0 0 0 0 0 2
RPL26-226 3 4 0 0 0 0
RPL26-227 10 6 0 7 4 9
RPL26-228 0 0 0 0 0 2
RPL26-229 2 0 0 2.5 1.5 2.63746
RPL26-230 11 10 1 12 12 5
RPL26-232 4 9 0 3 1 2
RPL26-233 5 7 4 5 5 5
RPL26-234 2 0 0 0 1 1
RPL26-235 0 0 0 0 0 1
RPL26-236 14 12 9 4 4 5
RPL26-238 0 0 0 0 1 2
RPL26-239 41 32.89711 33.42635 39.0037 23.45132 22
RPL26-240 7 6 7 7 7 4
RPL26-244 0 1 1 2 3 0
PRCP-238 0 0 1 0 0 0
C1orf54-216 1.8381 6.90097 1.94539 14.1615 13.76275 22.78408
MLX-214 15 18 10 15 13 23
MLX-216 0 0 0 0 0 1
FAM200A-204 0 0 1 0 0 0
FAM200A-205 0 0 0 0 1 0
STK16-218 1 2 0 4 4 2
STK16-219 1 2 2 2 0 0
STK16-220 2 5 1 2 0 3
RPL8-215 1 0 0 0 1 0
PTK2B-237 0 1 0 0 0 1
EIF2B3-217 0 0 1 0 0 0
ZNRD2-208 2 4 6.71634 15 7 6
ZNRD2-209 2 4 3 3 7 10
PHF5A-206 8 11 7 10 6 9
PAICS-214 2 0 1 0 0 0
PAICS-215 3 9 5 1 0 1
PAICS-216 38 37 38.31334 20 8 31
PAICS-218 1 3 2 1 0 1
PAICS-219 5 3 3 1 0 1
PAICS-222 1 0 0 1 0 0
METAP1D-212 0 0 1 0 0 0
METAP1D-213 0 1 0 0 0 0
TMEM161A-224 4 4 3 1 0 1
TMEM161A-226 0 0 0 0 1 0
RNASEH2B-260 0 2 0 0 0 0
UNC119-210 0 0 0 1 0 0
UFC1-209 0 0.79799 0 0 0 0
PARD6A-210 0 1 0 0 2 0
BCL10-206 7 13 9 8 4 8
LYSMD3-207 0 0 0 0 0 2
MYBL2-204 0 0 0 0 0 1
MYBL2-212 0 0 0 0 0 2
NTAQ1-211 0 0 0 0 3 0
HMGN3-214 64 56 52 25 12 20
HMGN3-217 1 0 0 0 0 3
HMGN3-218 1 0 2 0 2 0
HMGN3-219 0 0 3 0 0 0
HMGN3-220 1 0 0 0 0 1
U2AF2-214 1.57691 0.8409 0 0 0 0
RABGEF1-230 0 6 1 0 0 0
RABGEF1-232 0 1 0 0 0 0
RABGEF1-234 0 4 0 0 0 0
CTPS2-223 0 0 1 0 0 0
CTPS2-226 0 0 0 0 0 1
KHK-226 0 0 0 1 0 0
HNRNPC-273 3.80159 2 4 2 1 5
HNRNPC-276 1 0.30429 0 3 0 0.44338
HNRNPC-281 3 7 7 8 8 17
HNRNPC-283 7 5 10 14 7 18
HNRNPC-284 1 2 1 1 0 1
HNRNPC-285 2 0 1 0 0 2
HNRNPC-286 0 3 5 1 2 3
HNRNPC-287 0.99999 0 1.7248 0 0 0
HNRNPC-289 0 0 0 1 0 0
HNRNPC-291 0 0 0 0 1 0
HNRNPC-292 2 1 1 1 0 0
HNRNPC-293 0.28241 0 0 0 0.00529 0
HNRNPC-295 0 3 2 0 0 0
HNRNPC-306 0 0 1 0 0 2
HNRNPC-311 0 0 0 1 0 0
MTRES1-218 0 0 0 1 0 2
FBXL6-217 1 1 0 0 0 0
PSMG2-225 12 10 1 21 7 1
RFC5-217 0 0 1 0 0 0
NUP50-224 0 0 1 0 0 0
TYK2-239 1 2 1 0 1 1
EEF1A2-213 11.356 1.34767 5.35417 0.78143 13.08985 0
ERLEC1-250 0 1 0 0 0 0
DCP1B-211 0 1 0 0 0 0
CGGBP1-210 0 0 0 1 0 0
DCP1B-212 0.00017 0 0 0 0 0
ACOT2-206 2 0 2 2 1 2
RABL2B-260 3 1 0 1 0 0
RABL2B-262 0 0 0 1 0 0
RABL2B-263 0 1 0 0 0 0
RABL2B-278 0 0 1 0 0 0
RABL2B-280 0 0 0 0 0.64499 0
RTN4IP1-209 0 1 0 0 0 0
POLR2G-211 2.60318 0.84318 0 2.4744 0 0
POLR2G-212 0 1 2 4 0 0
KLK8-217 0 0 0 1 0 1
KLK8-218 0 0 0 2.684 1.88212 0.87028
FOSL1-206 18 17 21 36 21 34
FOSL1-207 21 35 35 57 40 54
CPSF1-229 0 0 0 0 0 1
LPAR2-218 0 0 0 0 0 1
LPAR2-220 1.5 3 0.5 0 1.5 0.5
LPAR2-221 0 4 0 0 0 0
LPAR2-239 0 0 1 0 0 0
LPAR2-243 0 0 0 0 0.5 0
LPAR2-246 0 0 1 1 0 3
KIF18B-205 1 0 2 0 0 2
KIF18B-206 1 1 0 0 0 0
KIF18B-208 0 1 0 0 0 0
TGIF2-217 0 0 0 2 1 0
TGIF2-218 0 0 0 0 0 1
TOP6BL-254 0 1 1 0 0 0
TOP6BL-256 1 0 0 0 0 0
TOP6BL-258 0.19391 0 0 0 0 0
TOP6BL-259 0 0 0.64666 0 0 0
TOP6BL-260 0 1 0 0 0 0
TOP6BL-263 0 0 0 1 0 0
TOP6BL-264 2 4 0 0 1 3
TOP6BL-269 0 2 1 0 0 0
ARFIP1-237 0 2 1 0 0 0
ARFIP1-238 0 0 1 0 1 0
ARFIP1-239 1 1.89562 1.5 1.13886 0 0
ARFIP1-240 2 3 1 0 0 0
ARFIP1-241 0 0 0 0 0 1
ARFIP1-242 0 0 1 0 0 1
UFD1-212 0 3 5 0 0 1
UFD1-213 4 4 5 0 0 0
UFD1-214 2 0 0 1 0 0
UFD1-215 0 0 1 1 0 0
UFD1-217 0 0 1 0 0 0
FLOT1-233 0 0 0 2 2 0
FLOT1-235 0 0 0 2 0 1
COPS7B-228 0 1 0 0 1 1
COPS7B-229 0 0 0 0 0 1
DCUN1D5-215 0 1 0 0 0 0
ZNF646-205 19.98226 27 17.36736 21 40 1.3874
RPS12-206 53 36 17 58 34 26
RPS12-207 177 165 114 264 158 20
RPS12-208 6 2 2 3 3 1
RPS12-209 4 2 3 3 1 1
RPS12-210 14 0 1 4 2 2
RPS12-211 5 5 9 3 4 0
RPS12-212 3 3 3 2 0 0
RPS12-213 2 0 3 0 1 0
RPS12-214 10 0 0 21 0 0
RPS12-216 0 0 0 0 0 2
RPS12-218 1 0 0 1 4 1
RPS12-219 0 0 1 0 0 0
RPS6KC1-220 0 0 0 1 0 0
EIF6-214 670 174 156 244 747 1278
EIF6-215 12 15 17 124 24 43
EIF6-216 12 22 6 27 4 22
EIF6-218 0 0 3 0 0 0
EIF6-219 0 0.00045 0.00109 0 0 0
EIF6-220 0 9 12 22 11 11
EIF6-221 0 0.58977 0 1 0 1
EIF6-222 0 0 9 0 0 0
TRMT2A-220 0 2 1 0 0 0
RND3-211 0 0 0 0 0 1
ZFAND6-292 0 2 0 0 0 0
ZFAND6-300 6 0 0 0 0 2
ZFAND6-302 3 3 0 0 0 0
ZFAND6-304 0 0 0 1 0 0
ZFAND6-312 0 0 1 0 0 0
ZFAND6-316 1 1 1 1 0 0
ZFAND6-319 1 1 1 0 0 0
ZFAND6-320 0 1 0 0 0 0
PPID-207 0 0 0 0 0 2
CDKAL1-208 0 1.5 0 0 0 0
EIF1AX-205 32.17614 8e-05 0.00015 5e-05 2e-05 14.82952
EIF1AX-206 0.84975 12.99997 4.99998 16.99996 4.99999 0.25535
EFHC1-240 0 2 1 0 0 0
NUDT3-205 0 3 8 0 0 0
NUDT3-206 0 0 0 0 0.11688 0
MCRIP2-213 0 4 4 2 3 3
MCRIP2-214 0 1 0 0 0 0
MCRIP2-215 1 1 2 5 0 7
MCRIP2-216 0 5 3 2 1 7
ATXN1L-205 2 1 4 2 0 1
ATXN1L-206 0.61039 0.71201 0 0 0 0.73131
DPP3-227 0 1 0 0 0 1
DPP3-228 0 0 1 0 0 0
DPP3-229 1 0 0 0 0 0
DPP3-230 2 2 0 0 0 1
MRPL20-210 11 5 8 3 6 6
MRPL20-211 0 0 1 1 0 0
P3H4-210 3 1 0 3 0 2
P3H4-211 1 0 0 0 0 0
P3H4-212 0 0 0 0.39574 0 0
P3H4-214 4 0 0 5 0 0
MSANTD3-209 4 3 12 1 0 0
MSANTD3-211 0.03624 0 0 0 0 0
S100A13-225 17 26 9 9 17 11
S100A13-226 2 0 1 0 0 0
S100A13-227 9 6 12 6 1 0
S100A13-228 0 1 2 0 0 0
S100A13-230 0 0 0 0 3 0
S100A13-231 0 1 0 0 0 0
S100A13-233 2 8 1 0 0 0
S100A13-235 1 0 0 0 0.80489 0
S100A13-237 139.02422 99.95829 122.27308 133.60953 0 0
S100A13-238 56 46 53 26 19 17
S100A13-239 5 7 10 11 5 0
S100A13-240 1 0 2 0 0 1
S100A13-241 5 3 4 0 0 0
ANAPC16-221 13 16 18 7.85912 8 9.66851
ANAPC16-222 3.00087 2.01407 2.65726 2.76626 5.10873 0.58273
ANAPC16-224 1 4 1 0 0 2
ANAPC16-226 1 0 2 0 0 1
SMIM30-206 38 7.41294 11 14 2.5 4
SEMA4C-231 1 0 0 0 0 0
LSM12-211 4.99998 6 3 2 0 2
LSM12-214 0 1 0 0 0 0
PEX1-215 0 0 1 0 0 0
ZMYND8-232 0 1 0 0 0 0
ZMYND8-237 0 2 0 1 0 0
RPL17-232 136.68551 59.49214 43.5139 145.73814 72.96553 155.99995
RPL17-233 165 140 135 196 105 153
RPL17-234 0 2 1 1 1 1
RPL17-235 1 3 0 0 1 0
RPL17-236 0.82142 0 3.92326 0.47509 0.2065 4e-05
RPL17-237 1 2 4 6 2 3
RPL17-238 0 1 1 0 0 2
RPL17-239 33 25 28 45 16 29
RPL17-243 6 7 4 2 3 6
RPL17-244 0 0 4 0 1 0
GSTP1-212 0 0 2 0 1 2
GSTP1-213 298 292 205 472 320 408
GSTP1-214 38 24 33 33 27 23
GSTP1-215 19 6 20 16 9 11
GSTP1-216 0 0 0 1 3 0
GSTP1-217 1 1 2 2 1 3
GSTP1-218 0 0 0.50003 0 0 6e-05
C8orf33-212 0 1 0 0 1 1
C8orf33-213 0 0 0 1 0 0
SLC25A17-223 19 20 13 10 3 14
SLC25A17-225 0 0 0 0 0 1
TIGD4-205 0 1 0 0 0 0
IL15-242 0 0 1 0 0 0
IL15-243 0 0 2 0 0 0
IL15-244 1 1 0 0 0 0
ZNF207-222 1 8 5 2 0 0
ZNF207-225 0 0 1 0 0 0
NUB1-233 0 0 0.93631 0 0 0
STAT5B-234 0 0 1 0 0 0
EEF1E1-207 0 1 1 0 0 0
HOOK2-234 0 0 0 0 0 1
HOOK2-236 0 0.5 0 0 0 0
HYOU1-243 0 0 0 0 0 1
HYOU1-244 0 1 0 0 0 0
RPL30-219 15.17205 22.23262 17.04668 24.52552 0.13011 11.04438
RPL30-220 39 41 34 31 21 14
RPL30-221 6 5 7 6 7 0
RPL30-222 0 0 1 0.00105 0 0
ATOX1-209 0.2234 0.19422 0.22097 0.32848 0.07605 0
ATOX1-210 2 0 0 0 0 0
ATOX1-211 0 0 0 4.31911 0.78323 0
STARD7-212 2.97838 2 2.5 4.30051 0 0
NFYA-225 0 3 4 0 0 0
NFYA-227 0 0 1 0 0 2
NFYA-231 1 2 0 2 0 0
NFYA-237 0 0 0.29774 0 0 0
KRTCAP3-215 0 0 0 1 4 1
MTMR1-215 0 0 1 0 0 0
ZNF497-212 1 1 1 0 0 0
SRSF9-216 0 0 0 1 1 2
SRSF9-217 0 0 0 0 1 0
DBNL-234 9 6 2 6 7 6
ANAPC10-223 0 0 0.20411 6 0 0.05051
ANAPC10-224 0 2 3 2 0 0
ANAPC10-225 1 1 0 0 1 0
ANAPC10-227 0 3 1 0 0 2
ANAPC10-228 1 3 1 1 1 3
ANAPC10-229 1 0 0 0 0 0
ANAPC10-231 0 0 0 1 1 0
C19orf25-217 0 0 0.01037 0 0 6
C19orf25-218 2 1e-05 12 1e-05 3 1e-05
C19orf25-220 1 0 0 0 0 1
C19orf25-221 0 0 0 0 0 6
TELO2-221 0 0 0 0.18283 0 0
GLI4-218 1 0 0 0 0 0
PMPCA-232 1.30831 1.17835 2.12101 0.61889 0.31686 2.67248
PMPCA-233 0 0 2 0 0 0
FOXRED1-247 19 15 23 12 7 13
FOXRED1-251 0 2 0 0 0 0
MID1IP1-211 1 0 0 0 0 0
MID1IP1-213 7 0 6 2.99999 0 5
ABHD14B-215 0 0 1 0 0 0
DNAL1-211 0 0 1 0 0 0
DUS2-234 1 3 1 4 3 0
DUS2-235 2 1 0 2 1 0
DUS2-237 0 1 1 0 1 0
DUS2-238 2 2.68673 0 2.357 2 3
DUS2-241 4 0 0.5 0 3 4
DUS2-243 0 0 0 1 0 0
DUS2-244 0 1 0 0 0 0
RPN2-231 1 1 0 0 0 0
RPN2-234 2 0 0 1 0 0
RBPJ-256 0 1 1 0 0 0
FKBP10-222 4 4 2 0 1 0
FKBP10-233 0 0 1 0 0 1
ERVK3-1-215 0 2 4 3 0 0
ERVK3-1-216 0.13578 66 0.08983 0 13 0
ERVK3-1-218 1 1 0 0 0 0
ERVK3-1-219 0 3 2 0 0 0
PRDX1-219 1 0 0 0 0 0
PRDX1-223 0 1 3 0 0 0
PRDX1-225 173.40722 128.35108 212.70147 189.37138 142.88326 310.59122
PRDX1-226 2 2 0 0 2 1
PRDX1-227 0.27872 0 0 0 0 0
PRDX1-229 0 0 2 2.99999 0 2.9999
PRDX1-230 1 2 1 0 2 4
PRDX1-231 6 0 1 3 4 0
MRPS17-205 0 0 0 0 7 0
MRPS17-206 14 12 19 52 31 27
MRPS17-207 0 0 0 0 0 1
MRPS17-208 6 10 8 17 27 12
MRPS17-209 1 0 1 1 0 2
MRPS17-211 0 0 0 0 1 2
MRPS17-213 3 11 13 19 12 13
MRPS17-214 2 0 3 2 1 0
MRPS17-215 3.94367 0 1 0.97173 0 0.96139
PSME3IP1-257 0 1 0 1 0 0
PSME3IP1-258 1 1 0 2 0 0
PSME3IP1-259 0 2 1 3 0 1
PSME3IP1-260 0 2 0 1 1 0
PSME3IP1-261 0 0 0 2 0 0
PSME3IP1-263 0 1 0.5 1 1 1e-05
PSME3IP1-266 0 0 1 1 0 2
PSME3IP1-270 0 0.9162 0 0 0 0
PSME3IP1-272 3 3 3 1 0 1
